CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHRMINE,CHRMINH
DL,7438,DELTA AIRLINES,2024-03-20T06:45:00,2024-03-20T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
LY,018,EL AL ISRAEL AIRLINES,2024-03-20T06:45:00,2024-03-20T06:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
LY,5101,EL AL ISRAEL AIRLINES,2024-03-20T06:50:00,2024-03-20T06:50:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,ON TIME,בזמן
LY,541,EL AL ISRAEL AIRLINES,2024-03-20T06:50:00,2024-03-20T06:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,ON TIME,בזמן
LY,311,EL AL ISRAEL AIRLINES,2024-03-20T07:00:00,2024-03-20T07:00:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,ON TIME,בזמן
LY,381,EL AL ISRAEL AIRLINES,2024-03-20T07:00:00,2024-03-20T07:00:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,ON TIME,בזמן
LY,5131,EL AL ISRAEL AIRLINES,2024-03-20T07:00:00,2024-03-20T07:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,ON TIME,בזמן
LY,573,EL AL ISRAEL AIRLINES,2024-03-20T07:00:00,2024-03-20T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,ON TIME,בזמן
SK,3185,SAS,2024-03-20T07:00:00,2024-03-20T07:00:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,ON TIME,בזמן
TP,8910,AIR PORTUGAL,2024-03-20T07:00:00,2024-03-20T07:00:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,ON TIME,בזמן
LY,2365,EL AL ISRAEL AIRLINES,2024-03-20T07:05:00,2024-03-20T07:05:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,ON TIME,בזמן
BZ,132,BLUE BIRD AIRWAYS,2024-03-20T07:10:00,2024-03-20T07:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,ON TIME,בזמן
6H,661,ISRAIR AIRLINES,2024-03-20T07:20:00,2024-03-20T07:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
LY,551,EL AL ISRAEL AIRLINES,2024-03-20T07:30:00,2024-03-20T07:30:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,ON TIME,בזמן
6H,043,ISRAIR AIRLINES,2024-03-20T07:30:00,2024-03-20T07:30:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,ON TIME,בזמן
6H,883,ISRAIR AIRLINES,2024-03-20T07:45:00,2024-03-20T07:45:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,ON TIME,בזמן
BZ,252,BLUE BIRD AIRWAYS,2024-03-20T08:00:00,2024-03-20T08:00:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,ON TIME,בזמן
6H,225,ISRAIR AIRLINES,2024-03-20T08:10:00,2024-03-20T08:10:00,D,RVN,ROVANIEMI,רובניימי,ROVANIEMI,פינלנד,FINLAND,3,ON TIME,בזמן
LY,611,EL AL ISRAEL AIRLINES,2024-03-20T08:20:00,2024-03-20T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,ON TIME,בזמן
S7,4482,SIBERIA AIRLINES,2024-03-20T08:20:00,2024-03-20T08:20:00,D,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,ON TIME,בזמן
UA,084,UNITED AIRLINES,2024-03-20T08:20:00,2024-03-20T08:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-03-20T08:45:00,2024-03-20T08:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,NOT FINAL,לא סופי
LY,003,EL AL ISRAEL AIRLINES,2024-03-20T08:45:00,2024-03-20T08:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,ON TIME,בזמן
EK,2369,EMIRATES,2024-03-20T08:55:00,2024-03-20T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
FZ,1549,FLYDUBAI,2024-03-20T08:55:00,2024-03-20T08:55:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
AM,7885,AERO MEXICO,2024-03-20T09:00:00,2024-03-20T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,ON TIME,בזמן
LY,323,EL AL ISRAEL AIRLINES,2024-03-20T09:00:00,2024-03-20T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,ON TIME,בזמן
SK,3163,SAS,2024-03-20T09:00:00,2024-03-20T09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,ON TIME,בזמן
LY,5129,EL AL ISRAEL AIRLINES,2024-03-20T09:05:00,2024-03-20T09:05:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,ON TIME,בזמן
AA,9261,AMERICAN AIRLINES,2024-03-20T09:15:00,2024-03-20T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,ON TIME,בזמן
AM,7863,AERO MEXICO,2024-03-20T09:15:00,2024-03-20T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,ON TIME,בזמן
LY,315,EL AL ISRAEL AIRLINES,2024-03-20T09:15:00,2024-03-20T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,ON TIME,בזמן
SK,3181,SAS,2024-03-20T09:15:00,2024-03-20T09:15:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,ON TIME,בזמן
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-03-20T09:40:00,2024-03-20T09:40:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,ON TIME,בזמן
6H,044,ISRAIR AIRLINES,2024-03-20T10:00:00,2024-03-20T10:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,NOT FINAL,לא סופי
EK,2370,EMIRATES,2024-03-20T10:10:00,2024-03-20T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
FZ,1550,FLYDUBAI,2024-03-20T10:10:00,2024-03-20T10:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
LY,5132,EL AL ISRAEL AIRLINES,2024-03-20T10:10:00,2024-03-20T10:10:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,NOT FINAL,לא סופי
IZ,413,ARKIA  ISRAELI  AIRLINES,2024-03-20T10:15:00,2024-03-20T10:15:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,ON TIME,בזמן
AM,7868,AERO MEXICO,2024-03-20T10:20:00,2024-03-20T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-03-20T10:20:00,2024-03-20T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-03-20T10:20:00,2024-03-20T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
DL,7425,DELTA AIRLINES,2024-03-20T10:20:00,2024-03-20T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
EK,2450,EMIRATES,2024-03-20T10:20:00,2024-03-20T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
FZ,1081,FLYDUBAI,2024-03-20T10:20:00,2024-03-20T10:20:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
LY,002,EL AL ISRAEL AIRLINES,2024-03-20T10:20:00,2024-03-20T10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
UA,085,UNITED AIRLINES,2024-03-20T10:30:00,2024-03-20T10:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,ON TIME,בזמן
A4,5025,AZIMUTH AIRLINES,2024-03-20T10:55:00,2024-03-20T10:55:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,NOT FINAL,לא סופי
6H,047,ISRAIR AIRLINES,2024-03-20T11:00:00,2024-03-20T11:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,ON TIME,בזמן
IZ,211,ARKIA  ISRAELI  AIRLINES,2024-03-20T11:10:00,2024-03-20T11:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,ON TIME,בזמן
EY,593,ETIHAD AIRWAYS,2024-03-20T11:20:00,2024-03-20T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
LY,9600,EL AL ISRAEL AIRLINES,2024-03-20T11:20:00,2024-03-20T11:20:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
EK,2451,EMIRATES,2024-03-20T11:35:00,2024-03-20T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
FZ,1082,FLYDUBAI,2024-03-20T11:35:00,2024-03-20T11:35:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
EK,2363,EMIRATES,2024-03-20T11:40:00,2024-03-20T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
FZ,1211,FLYDUBAI,2024-03-20T11:40:00,2024-03-20T11:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
A3,926,AEGEAN  AIRLINES,2024-03-20T12:00:00,2024-03-20T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,NOT FINAL,לא סופי
JU,7620,AIR SERBIA,2024-03-20T12:00:00,2024-03-20T12:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,NOT FINAL,לא סופי
A4,5026,AZIMUTH AIRLINES,2024-03-20T12:05:00,2024-03-20T12:05:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,ON TIME,בזמן
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-03-20T12:05:00,2024-03-20T12:05:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,NOT FINAL,לא סופי
LY,542,EL AL ISRAEL AIRLINES,2024-03-20T12:05:00,2024-03-20T12:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,NOT FINAL,לא סופי
IZ,216,ARKIA  ISRAELI  AIRLINES,2024-03-20T12:10:00,2024-03-20T12:10:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,NOT FINAL,לא סופי
LY,973,EL AL ISRAEL AIRLINES,2024-03-20T12:10:00,2024-03-20T12:10:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
B6,6466,JETBLUE AIRWAYS CORPORATION,2024-03-20T12:30:00,2024-03-20T12:30:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
DL,7436,DELTA AIRLINES,2024-03-20T12:30:00,2024-03-20T12:30:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
LY,016,EL AL ISRAEL AIRLINES,2024-03-20T12:30:00,2024-03-20T12:30:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
A3,927,AEGEAN  AIRLINES,2024-03-20T12:50:00,2024-03-20T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,ON TIME,בזמן
EK,4978,EMIRATES,2024-03-20T12:50:00,2024-03-20T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,ON TIME,בזמן
FB,1514,BULGARIA  AIR,2024-03-20T12:50:00,2024-03-20T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,ON TIME,בזמן
JU,7621,AIR SERBIA,2024-03-20T12:50:00,2024-03-20T12:50:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,ON TIME,בזמן
EK,2364,EMIRATES,2024-03-20T12:55:00,2024-03-20T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
FZ,1212,FLYDUBAI,2024-03-20T12:55:00,2024-03-20T12:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
AM,7871,AERO MEXICO,2024-03-20T13:00:00,2024-03-20T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,ON TIME,בזמן
AR,7855,AEROLINEAS ARGENTINAS S.A.,2024-03-20T13:00:00,2024-03-20T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,ON TIME,בזמן
B6,6455,JETBLUE AIRWAYS CORPORATION,2024-03-20T13:00:00,2024-03-20T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,ON TIME,בזמן
DL,7430,DELTA AIRLINES,2024-03-20T13:00:00,2024-03-20T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,ON TIME,בזמן
EY,594,ETIHAD AIRWAYS,2024-03-20T13:00:00,2024-03-20T13:00:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
LY,007,EL AL ISRAEL AIRLINES,2024-03-20T13:00:00,2024-03-20T13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,ON TIME,בזמן
LY,9601,EL AL ISRAEL AIRLINES,2024-03-20T13:00:00,2024-03-20T13:00:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
EK,2345,EMIRATES,2024-03-20T13:05:00,2024-03-20T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
FZ,1125,FLYDUBAI,2024-03-20T13:05:00,2024-03-20T13:05:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
IZ,815,ARKIA  ISRAELI  AIRLINES,2024-03-20T13:10:00,2024-03-20T13:10:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,ON TIME,בזמן
LY,327,EL AL ISRAEL AIRLINES,2024-03-20T13:20:00,2024-03-20T13:20:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,ON TIME,בזמן
SK,3159,SAS,2024-03-20T13:20:00,2024-03-20T13:20:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,ON TIME,בזמן
IZ,511,ARKIA  ISRAELI  AIRLINES,2024-03-20T13:30:00,2024-03-20T13:30:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,ON TIME,בזמן
6H,884,ISRAIR AIRLINES,2024-03-20T13:30:00,2024-03-20T13:30:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,NOT FINAL,לא סופי
BZ,703,BLUE BIRD AIRWAYS,2024-03-20T13:35:00,2024-03-20T13:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,NOT FINAL,לא סופי
ET,418,ETHIOPIAN AIRLINES,2024-03-20T13:35:00,2024-03-20T13:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,NOT FINAL,לא סופי
LY,574,EL AL ISRAEL AIRLINES,2024-03-20T13:35:00,2024-03-20T13:35:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,NOT FINAL,לא סופי
LY,8808,EL AL ISRAEL AIRLINES,2024-03-20T13:35:00,2024-03-20T13:35:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,NOT FINAL,לא סופי
LY,375,EL AL ISRAEL AIRLINES,2024-03-20T13:40:00,2024-03-20T13:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,ON TIME,בזמן
TP,8920,AIR PORTUGAL,2024-03-20T13:40:00,2024-03-20T13:40:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,ON TIME,בזמן
LY,552,EL AL ISRAEL AIRLINES,2024-03-20T13:45:00,2024-03-20T13:45:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,NOT FINAL,לא סופי
6H,048,ISRAIR AIRLINES,2024-03-20T13:45:00,2024-03-20T13:45:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,NOT FINAL,לא סופי
AM,7874,AERO MEXICO,2024-03-20T13:50:00,2024-03-20T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
B6,6462,JETBLUE AIRWAYS CORPORATION,2024-03-20T13:50:00,2024-03-20T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
LY,006,EL AL ISRAEL AIRLINES,2024-03-20T13:50:00,2024-03-20T13:50:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
LY,5107,EL AL ISRAEL AIRLINES,2024-03-20T14:05:00,2024-03-20T14:05:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,ON TIME,בזמן
BZ,131,BLUE BIRD AIRWAYS,2024-03-20T14:15:00,2024-03-20T14:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,NOT FINAL,לא סופי
AF,962,AIR FRANCE,2024-03-20T14:20:00,2024-03-20T14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,NOT FINAL,לא סופי
B6,6482,JETBLUE AIRWAYS CORPORATION,2024-03-20T14:20:00,2024-03-20T14:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
DL,7442,DELTA AIRLINES,2024-03-20T14:20:00,2024-03-20T14:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
DL,8457,DELTA AIRLINES,2024-03-20T14:20:00,2024-03-20T14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,NOT FINAL,לא סופי
EK,2346,EMIRATES,2024-03-20T14:20:00,2024-03-20T14:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
FZ,1126,FLYDUBAI,2024-03-20T14:20:00,2024-03-20T14:20:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,ON TIME,בזמן
LY,026,EL AL ISRAEL AIRLINES,2024-03-20T14:20:00,2024-03-20T14:20:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,NOT FINAL,לא סופי
UX,1301,AIR EUROPA,2024-03-20T14:20:00,2024-03-20T14:20:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,NOT FINAL,לא סופי
TO,3452,TRANSAVIA FRANCE,2024-03-20T14:25:00,2024-03-20T14:25:00,A,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,NOT FINAL,לא סופי
AR,7876,AEROLINEAS ARGENTINAS S.A.,2024-03-20T14:30:00,2024-03-20T14:30:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,NOT FINAL,לא סופי
BZ,702,BLUE BIRD AIRWAYS,2024-03-20T14:30:00,2024-03-20T14:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,ON TIME,בזמן
LY,386,EL AL ISRAEL AIRLINES,2024-03-20T14:30:00,2024-03-20T14:30:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,NOT FINAL,לא סופי
6H,725,ISRAIR AIRLINES,2024-03-20T14:30:00,2024-03-20T14:30:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,ON TIME,בזמן
ET,419,ETHIOPIAN AIRLINES,2024-03-20T14:35:00,2024-03-20T14:35:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,ON TIME,בזמן
LY,8809,EL AL ISRAEL AIRLINES,2024-03-20T14:35:00,2024-03-20T14:35:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,ON TIME,בזמן
6H,767,ISRAIR AIRLINES,2024-03-20T14:45:00,2024-03-20T14:45:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,ON TIME,בזמן
LY,281,EL AL ISRAEL AIRLINES,2024-03-20T14:50:00,2024-03-20T14:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,ON TIME,בזמן
LY,2366,EL AL ISRAEL AIRLINES,2024-03-20T14:55:00,2024-03-20T14:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,NOT FINAL,לא סופי
U8,108,TUS AIRWAYS,2024-03-20T14:55:00,2024-03-20T14:55:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,NOT FINAL,לא סופי
LY,362,EL AL ISRAEL AIRLINES,2024-03-20T15:00:00,2024-03-20T15:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,NOT FINAL,לא סופי
LY,343,EL AL ISRAEL AIRLINES,2024-03-20T15:05:00,2024-03-20T15:05:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,ON TIME,בזמן
SK,3191,SAS,2024-03-20T15:05:00,2024-03-20T15:05:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,ON TIME,בזמן
LY,2372,EL AL ISRAEL AIRLINES,2024-03-20T15:15:00,2024-03-20T15:15:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,NOT FINAL,לא סופי
SK,3154,SAS,2024-03-20T15:15:00,2024-03-20T15:15:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,NOT FINAL,לא סופי
BZ,462,BLUE BIRD AIRWAYS,2024-03-20T15:30:00,2024-03-20T15:30:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,ON TIME,בזמן
LY,5102,EL AL ISRAEL AIRLINES,2024-03-20T15:30:00,2024-03-20T15:30:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,NOT FINAL,לא סופי
IZ,816,ARKIA  ISRAELI  AIRLINES,2024-03-20T15:35:00,2024-03-20T15:35:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,NOT FINAL,לא סופי
LY,348,EL AL ISRAEL AIRLINES,2024-03-20T15:35:00,2024-03-20T15:35:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,NOT FINAL,לא סופי
SK,3188,SAS,2024-03-20T15:35:00,2024-03-20T15:35:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,NOT FINAL,לא סופי
TO,3453,TRANSAVIA FRANCE,2024-03-20T15:35:00,2024-03-20T15:35:00,D,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,ON TIME,בזמן
WZ,011,RED WINGS AIRLINES,2024-03-20T15:45:00,2024-03-20T15:45:00,A,LED,ST. PETERSBURG,סט.פטרסבורג,S.PETERSBURG,רוסיה,RUSSIAN FEDERATION,3,NOT FINAL,לא סופי
6H,662,ISRAIR AIRLINES,2024-03-20T15:50:00,2024-03-20T15:50:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,NOT FINAL,לא סופי
AF,963,AIR FRANCE,2024-03-20T15:55:00,2024-03-20T15:55:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,ON TIME,בזמן
U8,109,TUS AIRWAYS,2024-03-20T15:55:00,2024-03-20T15:55:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,ON TIME,בזמן
