CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1T,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE
DL,7444,DELTA AIRLINES,2024-03-12 06:35:00,2024-03-12 06:35:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
LY,028,EL AL ISRAEL AIRLINES,2024-03-12 06:35:00,2024-03-12 06:35:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-03-12 06:45:00,2024-03-12 06:45:00,A,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,NOT FINAL
B6,6468,JETBLUE AIRWAYS CORPORATION,2024-03-12 06:45:00,2024-03-12 06:45:00,A,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,NOT FINAL
DL,7438,DELTA AIRLINES,2024-03-12 06:45:00,2024-03-12 06:45:00,A,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,NOT FINAL
LY,018,EL AL ISRAEL AIRLINES,2024-03-12 06:45:00,2024-03-12 06:45:00,A,MIA,MIAMI INTERNATIONAL,MIAMI,UNITED STATES,3,,,NOT FINAL
LY,381,EL AL ISRAEL AIRLINES,2024-03-12 06:50:00,2024-03-12 06:50:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
LY,573,EL AL ISRAEL AIRLINES,2024-03-12 06:50:00,2024-03-12 06:50:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,ON TIME
SK,3185,SAS,2024-03-12 06:50:00,2024-03-12 06:50:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
TP,8910,AIR PORTUGAL,2024-03-12 06:50:00,2024-03-12 06:50:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
LY,347,EL AL ISRAEL AIRLINES,2024-03-12 07:00:00,2024-03-12 07:00:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,ON TIME
SK,3189,SAS,2024-03-12 07:00:00,2024-03-12 07:00:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,ON TIME
BZ,702,BLUE BIRD AIRWAYS,2024-03-12 07:05:00,2024-03-12 07:05:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
LY,1027,EL AL ISRAEL AIRLINES,2024-03-12 07:05:00,2024-03-12 07:05:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,ON TIME
LY,2365,EL AL ISRAEL AIRLINES,2024-03-12 07:05:00,2024-03-12 07:05:00,D,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,ON TIME
LY,5141,EL AL ISRAEL AIRLINES,2024-03-12 07:10:00,2024-03-12 07:10:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
6H,661,ISRAIR AIRLINES,2024-03-12 07:20:00,2024-03-12 07:20:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
LY,551,EL AL ISRAEL AIRLINES,2024-03-12 07:30:00,2024-03-12 07:30:00,D,SOF,SOFIA,SOFIA,BULGARIA,3,,,ON TIME
6H,043,ISRAIR AIRLINES,2024-03-12 07:30:00,2024-03-12 07:30:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
EK,2369,EMIRATES,2024-03-12 08:05:00,2024-03-12 08:05:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
FZ,1549,FLYDUBAI,2024-03-12 08:05:00,2024-03-12 08:05:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
6H,885,ISRAIR AIRLINES,2024-03-12 08:10:00,2024-03-12 08:10:00,D,BUS,BATUMI,BATUMI,GEORGIA,3,,,ON TIME
LY,611,EL AL ISRAEL AIRLINES,2024-03-12 08:20:00,2024-03-12 08:20:00,D,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,ON TIME
S7,4482,SIBERIA AIRLINES,2024-03-12 08:20:00,2024-03-12 08:20:00,D,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,ON TIME
UA,084,UNITED AIRLINES,2024-03-12 08:20:00,2024-03-12 08:20:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
LY,541,EL AL ISRAEL AIRLINES,2024-03-12 08:30:00,2024-03-12 08:30:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
W4,3257,WIZZ AIR MALTA,2024-03-12 08:30:00,2024-03-12 08:30:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,NOT FINAL
IZ,802,ARKIA  ISRAELI  AIRLINES,2024-03-12 08:45:00,2024-03-12 08:45:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
LY,003,EL AL ISRAEL AIRLINES,2024-03-12 08:50:00,2024-03-12 08:50:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
AM,7885,AERO MEXICO,2024-03-12 09:00:00,2024-03-12 09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
IZ,169,ARKIA  ISRAELI  AIRLINES,2024-03-12 09:00:00,2024-03-12 09:00:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
LY,323,EL AL ISRAEL AIRLINES,2024-03-12 09:00:00,2024-03-12 09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
SK,3163,SAS,2024-03-12 09:00:00,2024-03-12 09:00:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
AR,7879,AEROLINEAS ARGENTINAS S.A.,2024-03-12 09:10:00,2024-03-12 09:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
LY,383,EL AL ISRAEL AIRLINES,2024-03-12 09:10:00,2024-03-12 09:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
TP,8900,AIR PORTUGAL,2024-03-12 09:10:00,2024-03-12 09:10:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
AA,9261,AMERICAN AIRLINES,2024-03-12 09:15:00,2024-03-12 09:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
AM,7863,AERO MEXICO,2024-03-12 09:15:00,2024-03-12 09:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
LY,315,EL AL ISRAEL AIRLINES,2024-03-12 09:15:00,2024-03-12 09:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
SK,3181,SAS,2024-03-12 09:15:00,2024-03-12 09:15:00,D,LHR,LONDON - HEATHROW,LONDON,UNITED KINGDOM,3,,,ON TIME
EK,2370,EMIRATES,2024-03-12 09:20:00,2024-03-12 09:20:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
FZ,1550,FLYDUBAI,2024-03-12 09:20:00,2024-03-12 09:20:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
W4,3258,WIZZ AIR MALTA,2024-03-12 09:20:00,2024-03-12 09:20:00,D,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,ON TIME
EK,2450,EMIRATES,2024-03-12 09:30:00,2024-03-12 09:30:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
FZ,1081,FLYDUBAI,2024-03-12 09:30:00,2024-03-12 09:30:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
IZ,807,ARKIA  ISRAELI  AIRLINES,2024-03-12 09:30:00,2024-03-12 09:30:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
U8,1456,TUS AIRWAYS,2024-03-12 10:00:00,2024-03-12 10:00:00,D,VNO,VILNIUS INTL,VILNIUS,LITHUANIA,3,,,ON TIME
6H,044,ISRAIR AIRLINES,2024-03-12 10:00:00,2024-03-12 10:00:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
AM,7868,AERO MEXICO,2024-03-12 10:20:00,2024-03-12 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
AR,7852,AEROLINEAS ARGENTINAS S.A.,2024-03-12 10:20:00,2024-03-12 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
A4,5025,AZIMUTH AIRLINES,2024-03-12 10:20:00,2024-03-12 10:20:00,A,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,,,NOT FINAL
B6,6450,JETBLUE AIRWAYS CORPORATION,2024-03-12 10:20:00,2024-03-12 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
DL,7425,DELTA AIRLINES,2024-03-12 10:20:00,2024-03-12 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
LY,002,EL AL ISRAEL AIRLINES,2024-03-12 10:20:00,2024-03-12 10:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
LY,5142,EL AL ISRAEL AIRLINES,2024-03-12 10:20:00,2024-03-12 10:20:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,,,NOT FINAL
UA,085,UNITED AIRLINES,2024-03-12 10:30:00,2024-03-12 10:30:00,D,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,ON TIME
HU,743,HAINAN AIRLINES,2024-03-12 10:40:00,2024-03-12 10:40:00,A,SZX,SHENZHEN  BAOAN INT.,SHENZHEN,CHINA,3,,,NOT FINAL
EK,2451,EMIRATES,2024-03-12 10:45:00,2024-03-12 10:45:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
FZ,1082,FLYDUBAI,2024-03-12 10:45:00,2024-03-12 10:45:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
LY,973,EL AL ISRAEL AIRLINES,2024-03-12 10:45:00,2024-03-12 10:45:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
IZ,413,ARKIA  ISRAELI  AIRLINES,2024-03-12 11:10:00,2024-03-12 11:10:00,D,BUS,BATUMI,BATUMI,GEORGIA,3,,,ON TIME
W4,8395,WIZZ AIR MALTA,2024-03-12 11:10:00,2024-03-12 11:10:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
EY,593,ETIHAD AIRWAYS,2024-03-12 11:20:00,2024-03-12 11:20:00,A,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,,,NOT FINAL
LY,9600,EL AL ISRAEL AIRLINES,2024-03-12 11:20:00,2024-03-12 11:20:00,A,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,,,NOT FINAL
WZ,015,RED WINGS AIRLINES,2024-03-12 11:25:00,2024-03-12 11:25:00,A,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,NOT FINAL
LY,5101,EL AL ISRAEL AIRLINES,2024-03-12 11:40:00,2024-03-12 11:40:00,D,WAW,WARSAW,WARSAW,POLAND,3,,,ON TIME
6H,047,ISRAIR AIRLINES,2024-03-12 11:45:00,2024-03-12 11:45:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
6H,563,ISRAIR AIRLINES,2024-03-12 11:45:00,2024-03-12 11:45:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
EK,2363,EMIRATES,2024-03-12 11:55:00,2024-03-12 11:55:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
FZ,1211,FLYDUBAI,2024-03-12 11:55:00,2024-03-12 11:55:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
LX,254,SWISS INT`L  AIRLINES,2024-03-12 11:55:00,2024-03-12 11:55:00,A,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,NOT FINAL
A3,926,AEGEAN  AIRLINES,2024-03-12 12:00:00,2024-03-12 12:00:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
JU,7620,AIR SERBIA,2024-03-12 12:00:00,2024-03-12 12:00:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
A4,5026,AZIMUTH AIRLINES,2024-03-12 12:05:00,2024-03-12 12:05:00,D,AER,SOCHI,SOCHI,RUSSIAN FEDERATION,3,,,ON TIME
IZ,808,ARKIA  ISRAELI  AIRLINES,2024-03-12 12:05:00,2024-03-12 12:05:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
W4,8396,WIZZ AIR MALTA,2024-03-12 12:05:00,2024-03-12 12:05:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
HU,744,HAINAN AIRLINES,2024-03-12 12:10:00,2024-03-12 12:10:00,D,SZX,SHENZHEN  BAOAN INT.,SHENZHEN,CHINA,3,,,ON TIME
LY,5130,EL AL ISRAEL AIRLINES,2024-03-12 12:30:00,2024-03-12 12:30:00,A,RMO,CHISINAU,CHISINAU,MOLDOVA,3,,,NOT FINAL
WZ,016,RED WINGS AIRLINES,2024-03-12 12:45:00,2024-03-12 12:45:00,D,DME,MOSCOW-DOMODEDOVO,MOSCOW,RUSSIAN FEDERATION,3,,,ON TIME
A3,927,AEGEAN  AIRLINES,2024-03-12 12:50:00,2024-03-12 12:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
EK,4978,EMIRATES,2024-03-12 12:50:00,2024-03-12 12:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
FB,1514,BULGARIA  AIR,2024-03-12 12:50:00,2024-03-12 12:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
JU,7621,AIR SERBIA,2024-03-12 12:50:00,2024-03-12 12:50:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
AM,7871,AERO MEXICO,2024-03-12 13:00:00,2024-03-12 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
AR,7855,AEROLINEAS ARGENTINAS S.A.,2024-03-12 13:00:00,2024-03-12 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
B6,6455,JETBLUE AIRWAYS CORPORATION,2024-03-12 13:00:00,2024-03-12 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
DL,7430,DELTA AIRLINES,2024-03-12 13:00:00,2024-03-12 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
LY,007,EL AL ISRAEL AIRLINES,2024-03-12 13:00:00,2024-03-12 13:00:00,D,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,ON TIME
EK,2345,EMIRATES,2024-03-12 13:05:00,2024-03-12 13:05:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
FZ,1125,FLYDUBAI,2024-03-12 13:05:00,2024-03-12 13:05:00,A,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,NOT FINAL
LX,255,SWISS INT`L  AIRLINES,2024-03-12 13:05:00,2024-03-12 13:05:00,D,ZRH,ZURICH,ZURICH,SWITZERLAND,3,,,ON TIME
EK,2364,EMIRATES,2024-03-12 13:10:00,2024-03-12 13:10:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
FZ,1212,FLYDUBAI,2024-03-12 13:10:00,2024-03-12 13:10:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
IZ,281,ARKIA  ISRAELI  AIRLINES,2024-03-12 13:10:00,2024-03-12 13:10:00,D,PRG,PRAGUE-RUZYNE,PRAGUE,CZECH REPUBLIC,3,,,ON TIME
IZ,815,ARKIA  ISRAELI  AIRLINES,2024-03-12 13:10:00,2024-03-12 13:10:00,D,ETM,RAMON,RAMON,ISRAEL,3,,,ON TIME
LY,327,EL AL ISRAEL AIRLINES,2024-03-12 13:20:00,2024-03-12 13:20:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
SK,3159,SAS,2024-03-12 13:20:00,2024-03-12 13:20:00,D,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,ON TIME
LY,574,EL AL ISRAEL AIRLINES,2024-03-12 13:25:00,2024-03-12 13:25:00,A,OTP,BUCHAREST - OTOPENI,BUCHAREST,ROMANIA,3,,,NOT FINAL
ET,418,ETHIOPIAN AIRLINES,2024-03-12 13:35:00,2024-03-12 13:35:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,NOT FINAL
LY,8808,EL AL ISRAEL AIRLINES,2024-03-12 13:35:00,2024-03-12 13:35:00,A,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,NOT FINAL
LY,375,EL AL ISRAEL AIRLINES,2024-03-12 13:40:00,2024-03-12 13:40:00,D,LIS,LISBON,LISBON,PORTUGAL,3,,,ON TIME
TP,8920,AIR PORTUGAL,2024-03-12 13:40:00,2024-03-12 13:40:00,D,LIS,LISBON,LISBON,PORTUGAL,3,,,ON TIME
LY,552,EL AL ISRAEL AIRLINES,2024-03-12 13:45:00,2024-03-12 13:45:00,A,SOF,SOFIA,SOFIA,BULGARIA,3,,,NOT FINAL
AM,7874,AERO MEXICO,2024-03-12 13:50:00,2024-03-12 13:50:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,NOT FINAL
B6,6462,JETBLUE AIRWAYS CORPORATION,2024-03-12 13:50:00,2024-03-12 13:50:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,NOT FINAL
DL,7429,DELTA AIRLINES,2024-03-12 13:50:00,2024-03-12 13:50:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,NOT FINAL
LY,006,EL AL ISRAEL AIRLINES,2024-03-12 13:50:00,2024-03-12 13:50:00,A,LAX,LOS ANGELES,LOS ANGELES,UNITED STATES,3,,,NOT FINAL
LY,542,EL AL ISRAEL AIRLINES,2024-03-12 13:50:00,2024-03-12 13:50:00,A,ATH,ATHENS,ATHENS,GREECE,3,,,NOT FINAL
EY,594,ETIHAD AIRWAYS,2024-03-12 13:55:00,2024-03-12 13:55:00,D,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,,,ON TIME
LY,9601,EL AL ISRAEL AIRLINES,2024-03-12 13:55:00,2024-03-12 13:55:00,D,AUH,ABU DHABI,ABU DHABI,UNITED ARAB EMIRATES,3,,,ON TIME
6H,886,ISRAIR AIRLINES,2024-03-12 13:55:00,2024-03-12 13:55:00,A,BUS,BATUMI,BATUMI,GEORGIA,3,,,NOT FINAL
CY,110,CYPRUS AIRWAYS,2024-03-12 14:00:00,2024-03-12 14:00:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,,,NOT FINAL
LY,5107,EL AL ISRAEL AIRLINES,2024-03-12 14:05:00,2024-03-12 14:05:00,D,TBS,TBILISI,TBILISI,GEORGIA,3,,,ON TIME
LY,5120,EL AL ISRAEL AIRLINES,2024-03-12 14:15:00,2024-03-12 14:15:00,A,KRK,KRAKOW,KRAKOW,POLAND,3,,,NOT FINAL
AF,962,AIR FRANCE,2024-03-12 14:20:00,2024-03-12 14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
AZ,806,ITALIA TRASPORTO AEREO,2024-03-12 14:20:00,2024-03-12 14:20:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
B6,6482,JETBLUE AIRWAYS CORPORATION,2024-03-12 14:20:00,2024-03-12 14:20:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
DL,7442,DELTA AIRLINES,2024-03-12 14:20:00,2024-03-12 14:20:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
DL,8457,DELTA AIRLINES,2024-03-12 14:20:00,2024-03-12 14:20:00,A,CDG,PARIS-CHARLES DE GAULLE,PARIS,FRANCE,3,,,NOT FINAL
EK,2346,EMIRATES,2024-03-12 14:20:00,2024-03-12 14:20:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
FZ,1126,FLYDUBAI,2024-03-12 14:20:00,2024-03-12 14:20:00,D,DXB,DUBAI,DUBAI,UNITED ARAB EMIRATES,3,,,ON TIME
JU,7378,AIR SERBIA,2024-03-12 14:20:00,2024-03-12 14:20:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,026,EL AL ISRAEL AIRLINES,2024-03-12 14:20:00,2024-03-12 14:20:00,A,EWR,NEW YORK - NEWARK,NEWARK,UNITED STATES,3,,,NOT FINAL
6H,048,ISRAIR AIRLINES,2024-03-12 14:25:00,2024-03-12 14:25:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
AR,7876,AEROLINEAS ARGENTINAS S.A.,2024-03-12 14:30:00,2024-03-12 14:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
LY,386,EL AL ISRAEL AIRLINES,2024-03-12 14:30:00,2024-03-12 14:30:00,A,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,NOT FINAL
TO,3452,TRANSAVIA FRANCE,2024-03-12 14:30:00,2024-03-12 14:30:00,A,ORY,PARIS-ORLY,PARIS,FRANCE,3,,,NOT FINAL
ET,419,ETHIOPIAN AIRLINES,2024-03-12 14:35:00,2024-03-12 14:35:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,ON TIME
LY,355,EL AL ISRAEL AIRLINES,2024-03-12 14:35:00,2024-03-12 14:35:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
LY,8809,EL AL ISRAEL AIRLINES,2024-03-12 14:35:00,2024-03-12 14:35:00,D,ADD,ADDIS ABABA,ADDIS ABABA,ETHIOPIA,3,,,ON TIME
SK,3179,SAS,2024-03-12 14:35:00,2024-03-12 14:35:00,D,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,ON TIME
NH,5621,ALL NIPPON AIRWAYS,2024-03-12 14:45:00,2024-03-12 14:45:00,A,VIE,VIENNA,VIENNA,AUSTRIA,3,,,NOT FINAL
OS,857,AUSTRIAN AIRLINES,2024-03-12 14:45:00,2024-03-12 14:45:00,A,VIE,VIENNA,VIENNA,AUSTRIA,3,,,NOT FINAL
U8,108,TUS AIRWAYS,2024-03-12 14:45:00,2024-03-12 14:45:00,A,LCA,LARNACA,LARNACA,CYPRUS,3,,,NOT FINAL
LY,2366,EL AL ISRAEL AIRLINES,2024-03-12 14:55:00,2024-03-12 14:55:00,A,BUD,BUDAPEST,BUDAPEST,HUNGARY,3,,,NOT FINAL
CY,111,CYPRUS AIRWAYS,2024-03-12 15:00:00,2024-03-12 15:00:00,D,LCA,LARNACA,LARNACA,CYPRUS,3,,,ON TIME
AA,9264,AMERICAN AIRLINES,2024-03-12 15:05:00,2024-03-12 15:05:00,A,MUC,MUNICH,MUNICH,GERMANY,3,,,NOT FINAL
LY,354,EL AL ISRAEL AIRLINES,2024-03-12 15:05:00,2024-03-12 15:05:00,A,MUC,MUNICH,MUNICH,GERMANY,3,,,NOT FINAL
AC,9020,AIR CANADA,2024-03-12 15:15:00,2024-03-12 15:15:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
LH,686,LUFTHANSA,2024-03-12 15:15:00,2024-03-12 15:15:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
NH,5459,ALL NIPPON AIRWAYS,2024-03-12 15:15:00,2024-03-12 15:15:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
SN,7173,BRUSSELS AIRLINES,2024-03-12 15:15:00,2024-03-12 15:15:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
UA,9120,UNITED AIRLINES,2024-03-12 15:15:00,2024-03-12 15:15:00,A,FRA,FRANKFURT,FRANKFURT,GERMANY,3,,,NOT FINAL
6H,561,ISRAIR AIRLINES,2024-03-12 15:15:00,2024-03-12 15:15:00,D,ATH,ATHENS,ATHENS,GREECE,3,,,ON TIME
AM,7856,AERO MEXICO,2024-03-12 15:20:00,2024-03-12 15:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
AR,7211,AEROLINEAS ARGENTINAS S.A.,2024-03-12 15:20:00,2024-03-12 15:20:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
AR,7856,AEROLINEAS ARGENTINAS S.A.,2024-03-12 15:20:00,2024-03-12 15:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
AZ,807,ITALIA TRASPORTO AEREO,2024-03-12 15:20:00,2024-03-12 15:20:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
B6,6456,JETBLUE AIRWAYS CORPORATION,2024-03-12 15:20:00,2024-03-12 15:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
DL,7431,DELTA AIRLINES,2024-03-12 15:20:00,2024-03-12 15:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
JU,7379,AIR SERBIA,2024-03-12 15:20:00,2024-03-12 15:20:00,D,FCO,ROME - FIUMICINO,ROME,ITALY,3,,,ON TIME
LY,008,EL AL ISRAEL AIRLINES,2024-03-12 15:20:00,2024-03-12 15:20:00,A,JFK,NEW YORK - J.F.KENNEDY,NEW YORK,UNITED STATES,3,,,NOT FINAL
IZ,816,ARKIA  ISRAELI  AIRLINES,2024-03-12 15:35:00,2024-03-12 15:35:00,A,ETM,RAMON,RAMON,ISRAEL,3,,,NOT FINAL
LY,2372,EL AL ISRAEL AIRLINES,2024-03-12 15:35:00,2024-03-12 15:35:00,A,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,NOT FINAL
SK,3154,SAS,2024-03-12 15:35:00,2024-03-12 15:35:00,A,BER,BERLIN BRANDENBURG INTL,BERLIN,GERMANY,3,,,NOT FINAL
OS,858,AUSTRIAN AIRLINES,2024-03-12 15:40:00,2024-03-12 15:40:00,D,VIE,VIENNA,VIENNA,AUSTRIA,3,,,ON TIME
TO,3453,TRANSAVIA FRANCE,2024-03-12 15:40:00,2024-03-12 15:40:00,D,ORY,PARIS-ORLY,PARIS,FRANCE,3,,,ON TIME
W6,4427,WIZZAIR,2024-03-12 15:40:00,2024-03-12 15:40:00,A,SOF,SOFIA,SOFIA,BULGARIA,3,,,NOT FINAL
LY,387,EL AL ISRAEL AIRLINES,2024-03-12 15:45:00,2024-03-12 15:45:00,D,MXP,MILAN-MALPENSA,MILAN,ITALY,3,,,ON TIME
